layer,head,score,baseline_logp_p0,baseline_logp_p1,baseline_logp_p2,ablated_logp_p0,delta_p0,ablated_logp_p1,delta_p1,ablated_logp_p2,delta_p2
17,19,0.004641,-8.244192,-3.356693,-3.107275,-8.244106,-0.000086,-3.372224,0.015531,-3.105754,-0.001521
18,0,-0.000648,-8.244192,-3.356693,-3.107275,-8.244576,0.000384,-3.354402,-0.002291,-3.107238,-0.000038
18,1,0.000091,-8.244192,-3.356693,-3.107275,-8.241558,-0.002634,-3.357403,0.000710,-3.109472,0.002197
18,2,-0.002512,-8.244192,-3.356693,-3.107275,-8.235761,-0.008431,-3.357862,0.001168,-3.107004,-0.000272
18,3,-0.001072,-8.244192,-3.356693,-3.107275,-8.241287,-0.002905,-3.356520,-0.000173,-3.107138,-0.000138
18,4,0.008213,-8.244192,-3.356693,-3.107275,-8.250191,0.005999,-3.365807,0.009113,-3.116802,0.009526
18,5,0.001641,-8.244192,-3.356693,-3.107275,-8.246374,0.002182,-3.361509,0.004815,-3.105201,-0.002074
18,6,0.007658,-8.244192,-3.356693,-3.107275,-8.243967,-0.000225,-3.385796,0.029102,-3.101373,-0.005902
18,7,-0.002004,-8.244192,-3.356693,-3.107275,-8.243984,-0.000208,-3.354380,-0.002314,-3.103786,-0.003490
18,8,-0.001101,-8.244192,-3.356693,-3.107275,-8.241789,-0.002403,-3.356428,-0.000266,-3.106641,-0.000635
18,9,-0.001726,-8.244192,-3.356693,-3.107275,-8.239864,-0.004328,-3.358262,0.001568,-3.104858,-0.002418
18,10,0.005105,-8.244192,-3.356693,-3.107275,-8.246389,0.002197,-3.366496,0.009802,-3.110590,0.003315
18,11,-0.001174,-8.244192,-3.356693,-3.107275,-8.240940,-0.003252,-3.357336,0.000642,-3.106363,-0.000913
18,12,0.020546,-8.244192,-3.356693,-3.107275,-8.296805,0.052613,-3.362357,0.005664,-3.110637,0.003362
18,13,0.007097,-8.244192,-3.356693,-3.107275,-8.241369,-0.002823,-3.380877,0.024184,-3.107207,-0.000069
18,14,-0.001092,-8.244192,-3.356693,-3.107275,-8.242414,-0.001779,-3.356428,-0.000265,-3.106042,-0.001233
18,15,0.000344,-8.244192,-3.356693,-3.107275,-8.243145,-0.001047,-3.357740,0.001046,-3.108309,0.001033
18,16,0.000056,-8.244192,-3.356693,-3.107275,-8.240801,-0.003391,-3.361524,0.004831,-3.106003,-0.001273
18,17,0.002286,-8.244192,-3.356693,-3.107275,-8.246956,0.002764,-3.360243,0.003550,-3.107820,0.000544
18,18,0.001227,-8.244192,-3.356693,-3.107275,-8.243013,-0.001179,-3.357628,0.000935,-3.111202,0.003926
18,19,-0.001435,-8.244192,-3.356693,-3.107275,-8.241961,-0.002232,-3.358263,0.001569,-3.103633,-0.003643
19,0,-0.000044,-8.244192,-3.356693,-3.107275,-8.245295,0.001102,-3.355640,-0.001053,-3.107094,-0.000182
19,1,-0.000397,-8.244192,-3.356693,-3.107275,-8.242795,-0.001397,-3.356601,-0.000093,-3.107575,0.000300
19,2,0.004154,-8.244192,-3.356693,-3.107275,-8.253580,0.009388,-3.357852,0.001158,-3.109190,0.001915
19,3,0.000027,-8.244192,-3.356693,-3.107275,-8.241544,-0.002648,-3.358267,0.001574,-3.108433,0.001157
19,4,0.000635,-8.244192,-3.356693,-3.107275,-8.245075,0.000883,-3.357141,0.000448,-3.107850,0.000574
19,5,-0.002164,-8.244192,-3.356693,-3.107275,-8.239453,-0.004739,-3.356568,-0.000125,-3.105648,-0.001628
19,6,0.000537,-8.244192,-3.356693,-3.107275,-8.244101,-0.000092,-3.356951,0.000257,-3.108720,0.001445
19,7,-0.000906,-8.244192,-3.356693,-3.107275,-8.239629,-0.004563,-3.357536,0.000843,-3.108279,0.001004
19,8,0.003124,-8.244192,-3.356693,-3.107275,-8.253030,0.008838,-3.357763,0.001069,-3.106740,-0.000536
19,9,-0.000040,-8.244192,-3.356693,-3.107275,-8.245106,0.000914,-3.354547,-0.002146,-3.108388,0.001112
19,10,-0.003302,-8.244192,-3.356693,-3.107275,-8.243749,-0.000443,-3.356472,-0.000221,-3.098032,-0.009243
19,11,-0.000553,-8.244192,-3.356693,-3.107275,-8.243344,-0.000848,-3.356733,0.000040,-3.106425,-0.000851
19,12,0.002488,-8.244192,-3.356693,-3.107275,-8.249326,0.005134,-3.356957,0.000264,-3.109343,0.002067
19,13,0.000765,-8.244192,-3.356693,-3.107275,-8.243505,-0.000688,-3.358739,0.002046,-3.108213,0.000937
19,14,-0.000383,-8.244192,-3.356693,-3.107275,-8.241712,-0.002481,-3.358032,0.001338,-3.107267,-0.000008
19,15,-0.000009,-8.244192,-3.356693,-3.107275,-8.243209,-0.000983,-3.357639,0.000946,-3.107287,0.000011
19,16,0.000521,-8.244192,-3.356693,-3.107275,-8.245205,0.001013,-3.356904,0.000211,-3.107614,0.000338
19,17,0.000883,-8.244192,-3.356693,-3.107275,-8.246595,0.002403,-3.357370,0.000677,-3.106846,-0.000429
19,18,-0.000376,-8.244192,-3.356693,-3.107275,-8.242925,-0.001267,-3.353942,-0.002751,-3.110165,0.002889
19,19,0.001174,-8.244192,-3.356693,-3.107275,-8.247211,0.003018,-3.356375,-0.000318,-3.108097,0.000821
20,0,-0.000425,-8.244192,-3.356693,-3.107275,-8.254204,0.010012,-3.347807,-0.008886,-3.104874,-0.002401
20,1,0.000000,-8.244192,-3.356693,-3.107275,-8.253923,0.009731,-3.347690,-0.009004,-3.106548,-0.000727
20,2,-0.002305,-8.244192,-3.356693,-3.107275,-8.233510,-0.010682,-3.346276,-0.010417,-3.121459,0.014184
20,3,-0.002709,-8.244192,-3.356693,-3.107275,-8.244566,0.000374,-3.348795,-0.007898,-3.106673,-0.000603
20,4,0.001877,-8.244192,-3.356693,-3.107275,-8.239377,-0.004815,-3.361175,0.004481,-3.113241,0.005966
20,5,-0.003484,-8.244192,-3.356693,-3.107275,-8.248458,0.004266,-3.342780,-0.013913,-3.106472,-0.000803
20,6,-0.000092,-8.244192,-3.356693,-3.107275,-8.259653,0.015461,-3.343585,-0.013108,-3.104646,-0.002629
20,7,-0.003122,-8.244192,-3.356693,-3.107275,-8.238848,-0.005344,-3.352962,-0.003731,-3.106984,-0.000291
20,8,-0.003476,-8.244192,-3.356693,-3.107275,-8.238176,-0.006016,-3.335349,-0.021345,-3.124208,0.016932
20,9,-0.000031,-8.244192,-3.356693,-3.107275,-8.248159,0.003967,-3.354022,-0.002672,-3.105886,-0.001390
20,10,0.014895,-8.244192,-3.356693,-3.107275,-8.296036,0.051844,-3.346001,-0.010693,-3.110809,0.003534
20,11,0.005445,-8.244192,-3.356693,-3.107275,-8.277883,0.033690,-3.338512,-0.018181,-3.108100,0.000824
20,12,0.009680,-8.244192,-3.356693,-3.107275,-8.251748,0.007556,-3.375176,0.018482,-3.110277,0.003002
20,13,-0.000768,-8.244192,-3.356693,-3.107275,-8.255210,0.011018,-3.342633,-0.014060,-3.108015,0.000739
20,14,-0.005669,-8.244192,-3.356693,-3.107275,-8.255280,0.011088,-3.320251,-0.036442,-3.115623,0.008347
20,15,-0.004803,-8.244192,-3.356693,-3.107275,-8.237797,-0.006395,-3.343664,-0.013029,-3.112290,0.005015
20,16,0.001641,-8.244192,-3.356693,-3.107275,-8.246286,0.002094,-3.348783,-0.007910,-3.118013,0.010738
20,17,0.002805,-8.244192,-3.356693,-3.107275,-8.254592,0.010400,-3.354051,-0.002643,-3.107934,0.000659
20,18,-0.005094,-8.244192,-3.356693,-3.107275,-8.271370,0.027178,-3.312381,-0.044312,-3.109128,0.001853
20,19,-0.001106,-8.244192,-3.356693,-3.107275,-8.241042,-0.003150,-3.359082,0.002389,-3.104717,-0.002558
21,0,0.000620,-8.244192,-3.356693,-3.107275,-8.244621,0.000429,-3.356672,-0.000022,-3.108727,0.001452
21,1,0.000134,-8.244192,-3.356693,-3.107275,-8.243912,-0.000280,-3.357032,0.000339,-3.107618,0.000343
21,2,0.000407,-8.244192,-3.356693,-3.107275,-8.243965,-0.000227,-3.359541,0.002848,-3.105876,-0.001399
21,3,-0.000256,-8.244192,-3.356693,-3.107275,-8.240799,-0.003393,-3.358423,0.001729,-3.108173,0.000897
21,4,0.000478,-8.244192,-3.356693,-3.107275,-8.244386,0.000194,-3.357529,0.000836,-3.107679,0.000403
21,5,0.001007,-8.244192,-3.356693,-3.107275,-8.244741,0.000549,-3.358873,0.002180,-3.107569,0.000293
21,6,0.000849,-8.244192,-3.356693,-3.107275,-8.243281,-0.000911,-3.358855,0.002162,-3.108572,0.001297
21,7,-0.001064,-8.244192,-3.356693,-3.107275,-8.244197,0.000005,-3.353783,-0.002910,-3.106988,-0.000288
21,8,-0.000086,-8.244192,-3.356693,-3.107275,-8.243356,-0.000836,-3.357204,0.000511,-3.107344,0.000068
21,9,0.001141,-8.244192,-3.356693,-3.107275,-8.243999,-0.000194,-3.359070,0.002377,-3.108516,0.001241
21,10,0.000291,-8.244192,-3.356693,-3.107275,-8.243450,-0.000742,-3.359095,0.002401,-3.106488,-0.000787
21,11,-0.000180,-8.244192,-3.356693,-3.107275,-8.244593,0.000401,-3.357406,0.000713,-3.105622,-0.001654
21,12,0.000895,-8.244192,-3.356693,-3.107275,-8.243400,-0.000793,-3.357404,0.000711,-3.110042,0.002767
21,13,0.001083,-8.244192,-3.356693,-3.107275,-8.245531,0.001339,-3.358067,0.001374,-3.107811,0.000536
21,14,0.001094,-8.244192,-3.356693,-3.107275,-8.244156,-0.000036,-3.360440,0.003746,-3.106848,-0.000427
21,15,0.000755,-8.244192,-3.356693,-3.107275,-8.244863,0.000670,-3.358032,0.001339,-3.107531,0.000256
21,16,-0.001666,-8.244192,-3.356693,-3.107275,-8.241323,-0.002870,-3.357439,0.000745,-3.104403,-0.002872
21,17,0.000276,-8.244192,-3.356693,-3.107275,-8.245176,0.000984,-3.355508,-0.001185,-3.108305,0.001030
21,18,-0.000014,-8.244192,-3.356693,-3.107275,-8.244643,0.000451,-3.356399,-0.000294,-3.107077,-0.000199
21,19,0.000001,-8.244192,-3.356693,-3.107275,-8.242862,-0.001330,-3.357538,0.000844,-3.107763,0.000488
22,0,0.000882,-8.244192,-3.356693,-3.107275,-8.243535,-0.000657,-3.357641,0.000948,-3.109629,0.002354
22,1,0.001244,-8.244192,-3.356693,-3.107275,-8.243705,-0.000487,-3.357507,0.000814,-3.110680,0.003405
22,2,0.000038,-8.244192,-3.356693,-3.107275,-8.244143,-0.000050,-3.358461,0.001768,-3.105671,-0.001604
22,3,0.000365,-8.244192,-3.356693,-3.107275,-8.242679,-0.001513,-3.357192,0.000499,-3.109385,0.002110
22,4,0.004249,-8.244192,-3.356693,-3.107275,-8.251809,0.007617,-3.360253,0.003560,-3.108846,0.001571
22,5,-0.000234,-8.244192,-3.356693,-3.107275,-8.242077,-0.002115,-3.358083,0.001390,-3.107300,0.000024
22,6,0.001202,-8.244192,-3.356693,-3.107275,-8.241510,-0.002682,-3.359156,0.002462,-3.111101,0.003825
22,7,0.001769,-8.244192,-3.356693,-3.107275,-8.249009,0.004817,-3.357573,0.000880,-3.106887,-0.000389
22,8,0.000732,-8.244192,-3.356693,-3.107275,-8.245684,0.001492,-3.356792,0.000099,-3.107880,0.000605
22,9,-0.000808,-8.244192,-3.356693,-3.107275,-8.244670,0.000478,-3.356729,0.000036,-3.104339,-0.002936
22,10,0.003096,-8.244192,-3.356693,-3.107275,-8.251520,0.007328,-3.356759,0.000066,-3.109169,0.001894
22,11,0.000409,-8.244192,-3.356693,-3.107275,-8.244702,0.000510,-3.357565,0.000872,-3.107120,-0.000155
22,12,0.006302,-8.244192,-3.356693,-3.107275,-8.260292,0.016100,-3.360323,0.003630,-3.106451,-0.000824
22,13,-0.000511,-8.244192,-3.356693,-3.107275,-8.241343,-0.002849,-3.357007,0.000313,-3.108277,0.001001
22,14,-0.005695,-8.244192,-3.356693,-3.107275,-8.229332,-0.014860,-3.355800,-0.000893,-3.105944,-0.001332
22,15,0.001038,-8.244192,-3.356693,-3.107275,-8.247048,0.002856,-3.356542,-0.000151,-3.107683,0.000408
22,16,0.004741,-8.244192,-3.356693,-3.107275,-8.249712,0.005520,-3.365374,0.008680,-3.107299,0.000023
22,17,0.000323,-8.244192,-3.356693,-3.107275,-8.245939,0.001747,-3.357134,0.000441,-3.106058,-0.001218
22,18,0.000114,-8.244192,-3.356693,-3.107275,-8.243234,-0.000958,-3.358220,0.001527,-3.107048,-0.000227
22,19,0.000271,-8.244192,-3.356693,-3.107275,-8.244058,-0.000134,-3.357797,0.001104,-3.107118,-0.000157
23,0,-0.001511,-8.244192,-3.356693,-3.107275,-8.244833,0.000641,-3.356643,-0.000050,-3.102153,-0.005123
23,1,-0.000111,-8.244192,-3.356693,-3.107275,-8.244756,0.000564,-3.356051,-0.000642,-3.107022,-0.000254
23,2,0.000414,-8.244192,-3.356693,-3.107275,-8.245061,0.000869,-3.356881,0.000188,-3.107461,0.000185
23,3,0.002165,-8.244192,-3.356693,-3.107275,-8.244060,-0.000133,-3.362315,0.005622,-3.108281,0.001006
23,4,0.000776,-8.244192,-3.356693,-3.107275,-8.245761,0.001569,-3.357657,0.000964,-3.107072,-0.000204
23,5,0.000503,-8.244192,-3.356693,-3.107275,-8.244052,-0.000140,-3.358208,0.001515,-3.107408,0.000133
23,6,0.000471,-8.244192,-3.356693,-3.107275,-8.244263,0.000071,-3.357371,0.000678,-3.107941,0.000666
23,7,-0.001092,-8.244192,-3.356693,-3.107275,-8.242763,-0.001430,-3.354721,-0.001972,-3.107403,0.000127
23,8,0.000157,-8.244192,-3.356693,-3.107275,-8.243899,-0.000293,-3.357345,0.000652,-3.107388,0.000113
23,9,-0.000396,-8.244192,-3.356693,-3.107275,-8.243303,-0.000889,-3.356476,-0.000217,-3.107193,-0.000083
23,10,0.000108,-8.244192,-3.356693,-3.107275,-8.244520,0.000328,-3.356752,0.000058,-3.107213,-0.000063
23,11,-0.000261,-8.244192,-3.356693,-3.107275,-8.244127,-0.000065,-3.355705,-0.000988,-3.107545,0.000269
23,12,-0.000006,-8.244192,-3.356693,-3.107275,-8.244684,0.000492,-3.356029,-0.000664,-3.107430,0.000154
23,13,-0.000297,-8.244192,-3.356693,-3.107275,-8.241704,-0.002488,-3.357822,0.001129,-3.107743,0.000468
23,14,0.000004,-8.244192,-3.356693,-3.107275,-8.244440,0.000248,-3.356355,-0.000338,-3.107379,0.000103
23,15,0.000716,-8.244192,-3.356693,-3.107275,-8.244434,0.000242,-3.358585,0.001892,-3.107290,0.000014
23,16,0.000334,-8.244192,-3.356693,-3.107275,-8.243471,-0.000721,-3.357878,0.001185,-3.107814,0.000539
23,17,-0.000122,-8.244192,-3.356693,-3.107275,-8.244081,-0.000112,-3.356538,-0.000155,-3.107177,-0.000098
23,18,0.000310,-8.244192,-3.356693,-3.107275,-8.244257,0.000065,-3.357341,0.000647,-3.107494,0.000219
23,19,0.000426,-8.244192,-3.356693,-3.107275,-8.242637,-0.001555,-3.358382,0.001689,-3.108421,0.001145
24,0,-0.000213,-8.244192,-3.356693,-3.107275,-8.244448,0.000256,-3.356120,-0.000573,-3.106954,-0.000321
24,1,-0.000215,-8.244192,-3.356693,-3.107275,-8.243248,-0.000944,-3.356827,0.000134,-3.107440,0.000165
24,2,0.000355,-8.244192,-3.356693,-3.107275,-8.244265,0.000072,-3.357658,0.000965,-3.107302,0.000026
24,3,-0.000057,-8.244192,-3.356693,-3.107275,-8.243716,-0.000476,-3.356659,-0.000034,-3.107616,0.000340
24,4,-0.000037,-8.244192,-3.356693,-3.107275,-8.245200,0.001008,-3.355802,-0.000891,-3.107049,-0.000227
24,5,0.000327,-8.244192,-3.356693,-3.107275,-8.245337,0.001145,-3.356582,-0.000111,-3.107221,-0.000054
24,6,0.003495,-8.244192,-3.356693,-3.107275,-8.244579,0.000387,-3.365059,0.008366,-3.109006,0.001730
24,7,0.000273,-8.244192,-3.356693,-3.107275,-8.242787,-0.001405,-3.358423,0.001730,-3.107770,0.000494
24,8,-0.000714,-8.244192,-3.356693,-3.107275,-8.244736,0.000544,-3.354403,-0.002290,-3.106880,-0.000395
24,9,0.008700,-8.244192,-3.356693,-3.107275,-8.243901,-0.000291,-3.383229,0.026535,-3.107131,-0.000144
24,10,0.000112,-8.244192,-3.356693,-3.107275,-8.244500,0.000308,-3.356499,-0.000194,-3.107497,0.000222
24,11,-0.000120,-8.244192,-3.356693,-3.107275,-8.243963,-0.000229,-3.356473,-0.000221,-3.107365,0.000089
24,12,0.000134,-8.244192,-3.356693,-3.107275,-8.244239,0.000047,-3.356846,0.000153,-3.107479,0.000203
24,13,0.000124,-8.244192,-3.356693,-3.107275,-8.244307,0.000114,-3.356981,0.000287,-3.107245,-0.000030
24,14,-0.000276,-8.244192,-3.356693,-3.107275,-8.244438,0.000246,-3.355467,-0.001226,-3.107427,0.000151
24,15,0.000155,-8.244192,-3.356693,-3.107275,-8.243896,-0.000297,-3.357261,0.000568,-3.107470,0.000194
24,16,-0.000070,-8.244192,-3.356693,-3.107275,-8.243563,-0.000629,-3.357097,0.000404,-3.107291,0.000016
24,17,0.000497,-8.244192,-3.356693,-3.107275,-8.244611,0.000419,-3.357708,0.001014,-3.107333,0.000058
24,18,0.000183,-8.244192,-3.356693,-3.107275,-8.244466,0.000274,-3.356992,0.000298,-3.107251,-0.000024
24,19,-0.000546,-8.244192,-3.356693,-3.107275,-8.245154,0.000962,-3.354026,-0.002667,-3.107343,0.000068
25,0,-0.000380,-8.244192,-3.356693,-3.107275,-8.242785,-0.001407,-3.355502,-0.001191,-3.108733,0.001457
25,1,-0.001424,-8.244192,-3.356693,-3.107275,-8.241587,-0.002605,-3.355513,-0.001180,-3.106789,-0.000486
25,2,-0.000998,-8.244192,-3.356693,-3.107275,-8.240844,-0.003348,-3.355621,-0.001072,-3.108701,0.001425
25,3,-0.001886,-8.244192,-3.356693,-3.107275,-8.238269,-0.005923,-3.355596,-0.001098,-3.108639,0.001363
25,4,-0.000412,-8.244192,-3.356693,-3.107275,-8.241442,-0.002750,-3.358386,0.001693,-3.107098,-0.000177
25,5,-0.001694,-8.244192,-3.356693,-3.107275,-8.240644,-0.003548,-3.354218,-0.002476,-3.108217,0.000942
25,6,-0.002471,-8.244192,-3.356693,-3.107275,-8.238163,-0.006029,-3.353421,-0.003272,-3.109164,0.001888
25,7,-0.000936,-8.244192,-3.356693,-3.107275,-8.241294,-0.002898,-3.356225,-0.000468,-3.107834,0.000559
25,8,0.001834,-8.244192,-3.356693,-3.107275,-8.243449,-0.000743,-3.363955,0.007261,-3.106258,-0.001018
25,9,-0.001256,-8.244192,-3.356693,-3.107275,-8.243056,-0.001136,-3.353358,-0.003335,-3.107977,0.000702
25,10,0.000057,-8.244192,-3.356693,-3.107275,-8.243903,-0.000289,-3.356441,-0.000253,-3.107987,0.000712
25,11,0.000027,-8.244192,-3.356693,-3.107275,-8.240221,-0.003971,-3.359701,0.003008,-3.108320,0.001044
25,12,0.001750,-8.244192,-3.356693,-3.107275,-8.247801,0.003609,-3.358661,0.001967,-3.106948,-0.000328
25,13,-0.000630,-8.244192,-3.356693,-3.107275,-8.240848,-0.003345,-3.358057,0.001364,-3.107366,0.000091
25,14,-0.000874,-8.244192,-3.356693,-3.107275,-8.243832,-0.000360,-3.354660,-0.002033,-3.107048,-0.000227
25,15,-0.001076,-8.244192,-3.356693,-3.107275,-8.240475,-0.003717,-3.357516,0.000823,-3.106943,-0.000333
25,16,0.000412,-8.244192,-3.356693,-3.107275,-8.244328,0.000136,-3.357893,0.001200,-3.107175,-0.000101
25,17,-0.001809,-8.244192,-3.356693,-3.107275,-8.242069,-0.002123,-3.352567,-0.004126,-3.108096,0.000821
25,18,-0.001838,-8.244192,-3.356693,-3.107275,-8.239374,-0.004818,-3.355456,-0.001237,-3.107817,0.000541
25,19,-0.001213,-8.244192,-3.356693,-3.107275,-8.240003,-0.004189,-3.355406,-0.001287,-3.109113,0.001837
26,0,0.000074,-8.244192,-3.356693,-3.107275,-8.244185,-0.000007,-3.356701,0.000008,-3.107495,0.000220
26,1,-0.000165,-8.244192,-3.356693,-3.107275,-8.244510,0.000318,-3.355982,-0.000711,-3.107173,-0.000103
26,2,0.000086,-8.244192,-3.356693,-3.107275,-8.245128,0.000936,-3.355527,-0.001166,-3.107764,0.000488
26,3,0.000168,-8.244192,-3.356693,-3.107275,-8.244688,0.000496,-3.356743,0.000050,-3.107233,-0.000043
26,4,-0.000287,-8.244192,-3.356693,-3.107275,-8.243775,-0.000417,-3.356356,-0.000337,-3.107169,-0.000106
26,5,0.002557,-8.244192,-3.356693,-3.107275,-8.247134,0.002942,-3.361373,0.004680,-3.107324,0.000049
26,6,0.000050,-8.244192,-3.356693,-3.107275,-8.244555,0.000362,-3.356464,-0.000230,-3.107292,0.000017
26,7,0.000289,-8.244192,-3.356693,-3.107275,-8.244898,0.000706,-3.356678,-0.000015,-3.107452,0.000177
26,8,-0.000238,-8.244192,-3.356693,-3.107275,-8.244126,-0.000066,-3.356123,-0.000570,-3.107196,-0.000079
26,9,0.000347,-8.244192,-3.356693,-3.107275,-8.244083,-0.000109,-3.358018,0.001325,-3.107100,-0.000175
26,10,0.000931,-8.244192,-3.356693,-3.107275,-8.245160,0.000968,-3.358496,0.001803,-3.107297,0.000021
26,11,-0.000113,-8.244192,-3.356693,-3.107275,-8.244305,0.000113,-3.356436,-0.000258,-3.107080,-0.000195
26,12,0.000388,-8.244192,-3.356693,-3.107275,-8.244993,0.000801,-3.356964,0.000271,-3.107368,0.000093
26,13,-0.000009,-8.244192,-3.356693,-3.107275,-8.244537,0.000345,-3.356688,-0.000005,-3.106907,-0.000368
26,14,0.000320,-8.244192,-3.356693,-3.107275,-8.244655,0.000463,-3.357252,0.000558,-3.107216,-0.000060
26,15,-0.000094,-8.244192,-3.356693,-3.107275,-8.243554,-0.000638,-3.357051,0.000357,-3.107274,-0.000001
26,16,0.000292,-8.244192,-3.356693,-3.107275,-8.244834,0.000642,-3.356431,-0.000263,-3.107771,0.000496
26,17,0.000453,-8.244192,-3.356693,-3.107275,-8.244683,0.000491,-3.357355,0.000661,-3.107481,0.000206
26,18,0.000153,-8.244192,-3.356693,-3.107275,-8.244331,0.000139,-3.357019,0.000326,-3.107270,-0.000005
